STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,MEASURE,,UNIT_MEASURE,,EXPEND_SOURCE,,SPENDING_TYPE,,PROGRAMME_TYPE,,PRICE_BASE,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,DECIMALS,,CURRENCY,,BASE_PER,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,NZL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2014,,0.393,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,NZL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2015,,0.37,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,NZL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2016,,0.353,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,NZL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2017,,0.056,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,NZL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2018,,0.348,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,NZL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2000,,1.313,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,NZL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2001,,1.086,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,NZL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2002,,0.962,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,NZL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2003,,0.767,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,NZL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2004,,0.551,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,NZL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2005,,0.448,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2019,,0.375,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2006,,0.49,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2007,,0.537,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2008,,0.555,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2009,,0.961,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2010,,0.744,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2011,,0.645,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2012,,0.616,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2013,,0.622,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2014,,0.553,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2015,,0.475,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2016,,0.456,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2017,,0.436,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2018,,0.425,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2000,,0.565,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2001,,0.524,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2002,,0.579,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2003,,0.7,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2004,,0.637,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,CZE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2005,,0.564,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2019,,1.033,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2006,,0.484,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2007,,0.408,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2008,,0.444,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2009,,0.541,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2010,,0.502,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2011,,0.509,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2012,,0.566,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2013,,0.642,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2014,,0.672,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2015,,0.684,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2016,,0.643,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2017,,0.606,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2018,,0.553,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2000,,0.925,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2001,,0.884,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2002,,0.771,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2003,,0.698,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2004,,0.619,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUS,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2005,,0.546,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2019,,0.554,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2006,,1.287,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2007,,1.139,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2008,,0.875,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2009,,1.166,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2010,,1.237,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2011,,1.195,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2012,,1.541,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2013,,1.606,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2014,,1.294,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2015,,0.98,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2016,,0.81,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2017,,0.67,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2018,,0.602,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2000,,0.627,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2001,,0.641,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2002,,0.767,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2003,,1.022,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2004,,1.095,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,PRT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2005,,1.333,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2019,,0.325,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2006,,0.916,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2007,,0.627,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2008,,0.432,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2009,,0.675,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2010,,0.558,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2011,,0.411,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2012,,0.448,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2013,,0.457,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2014,,0.382,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2015,,0.327,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2016,,0.323,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2017,,0.3,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2018,,0.299,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2000,,1.295,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2001,,1.009,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2002,,0.985,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2003,,1.132,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2004,,1.225,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SWE,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2005,,1.122,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2019,,0.96,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2006,,1.011,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2007,,0.886,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2008,,0.826,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2009,,1.053,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2010,,0.995,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2011,,0.899,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2012,,0.901,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2013,,0.984,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2014,,1.001,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2015,,1.059,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2016,,1.082,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2017,,1.033,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2018,,0.98,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2000,,0.922,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2001,,0.909,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2002,,1.069,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2003,,1.185,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2004,,1.179,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,AUT,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2005,,1.106,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2019,,0.77,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2006,,0.194,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2007,,0.179,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2008,,0.302,,A,,0,,1,,_Z,,,
